origin,destination,depart_time,arrive_time,airliner,duration_min,date,price,airport_origin_name,airport_destination_name
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-03,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-03,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-04,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-04,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-04,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-05,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-05,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-05,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,12:55:00,14:55:00,VietJet Air,120,2024-07-05,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-06,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-06,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-06,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:20:00,17:20:00,VietJet Air,120,2024-07-06,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-07,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-07,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:55:00,17:55:00,VietJet Air,120,2024-07-07,2118600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-08,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-08,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-09,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-09,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-09,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:20:00,17:20:00,VietJet Air,120,2024-07-09,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:55:00,17:55:00,VietJet Air,120,2024-07-09,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-10,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-10,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-10,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,12:55:00,14:55:00,VietJet Air,120,2024-07-10,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-11,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-11,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-11,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:20:00,17:20:00,VietJet Air,120,2024-07-11,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-12,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-12,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-12,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,12:55:00,14:55:00,VietJet Air,120,2024-07-12,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:20:00,17:20:00,VietJet Air,120,2024-07-12,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,19:30:00,21:30:00,VietJet Air,120,2024-07-13,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-13,1654200,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-13,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,15:20:00,17:20:00,VietJet Air,120,2024-07-13,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,21:40:00,23:40:00,VietJet Air,120,2024-07-14,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-14,1956600,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,SGN,08:35:00,10:35:00,VietJet Air,120,2024-07-15,1783800,Tho Xuan Airport,Tan Son Nhat Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-06-27,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-06-29,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-07-02,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-07-04,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-07-06,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-07-09,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-07-11,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
THD,CXR,08:20:00,10:05:00,VietJet Air,105,2024-07-13,1783800,Tho Xuan Airport,Cam Ranh Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-06-26,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-06-26,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-06-27,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-06-27,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-06-28,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-06-28,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-06-29,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-06-29,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-06-30,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-06-30,2252000,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-01,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-01,2138600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-02,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-02,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-03,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-03,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-04,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-04,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-05,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-05,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-06,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-06,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-07,2084600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-07,2252000,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-08,1793000,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-08,2138600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-09,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-09,1793000,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-10,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-10,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-11,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-11,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-12,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-12,1663400,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-13,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-13,1544600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-14,2084600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-14,2252000,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,12:40:00,14:10:00,VietJet Air,90,2024-07-15,2084600,Da Nang Intl Airport,Can Tho Intl Airport
DAD,VCA,13:25:00,14:55:00,VietJet Air,90,2024-07-15,2252000,Da Nang Intl Airport,Can Tho Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-06-27,1659000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-06-29,1951000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-07-02,1800000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-07-04,1951000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-07-06,1951000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-07-09,1659000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-07-11,1800000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,DLI,15:30:00,16:40:00,Vietnam Airlines,70,2024-07-13,1659000,Da Nang Intl Airport,Lien Khuong Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-06-26,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,19:20:00,20:40:00,VietJet Air,80,2024-06-26,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-06-27,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,19:20:00,20:40:00,VietJet Air,80,2024-06-27,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-06-28,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,19:20:00,20:40:00,VietJet Air,80,2024-06-28,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-06-29,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,19:20:00,20:40:00,VietJet Air,80,2024-06-29,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-06-30,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,19:20:00,20:40:00,VietJet Air,80,2024-06-30,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-01,2084600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-01,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-02,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-02,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-03,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-03,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-04,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-04,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-05,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-05,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-06,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-06,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-07,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-07,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-08,2084600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-08,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-09,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-09,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-10,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-10,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-11,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-11,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-12,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-12,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-13,1793000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-13,2138600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-14,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-14,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,08:55:00,10:15:00,VietJet Air,80,2024-07-15,2084600,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HPH,15:55:00,17:10:00,VietJet Air,75,2024-07-15,2252000,Da Nang Intl Airport,Cat Bi Intl Airport
DAD,HAN,01:40:00,03:00:00,VietJet Air,80,2024-06-26,1112600,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,23:30:00,00:50:00,Vietravel Airlines,80,2024-06-26,1142840,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,01:20:00,02:40:00,Vietnam Airlines,80,2024-06-26,1216000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,08:00:00,09:25:00,Bamboo Airways,85,2024-06-26,1415000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,01:35:00,02:55:00,VietJet Air,80,2024-06-26,1112600,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,00:50:00,02:20:00,Vietnam Airlines,90,2024-06-26,1216000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,22:35:00,23:55:00,VietJet Air,80,2024-06-26,1242200,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,22:45:00,00:00:00,VietJet Air,75,2024-06-26,1242200,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,22:55:00,00:15:00,VietJet Air,80,2024-06-26,1242200,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,23:05:00,00:25:00,VietJet Air,80,2024-06-26,1242200,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,23:50:00,01:25:00,Vietnam Airlines,95,2024-06-26,1357000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,06:20:00,07:40:00,VietJet Air,80,2024-06-26,1382600,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,22:00:00,23:20:00,VietJet Air,80,2024-06-26,1382600,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,08:35:00,09:50:00,Vietravel Airlines,75,2024-06-26,1488440,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,07:20:00,08:40:00,VietJet Air,80,2024-06-26,1663400,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,17:05:00,18:25:00,VietJet Air,80,2024-06-26,1663400,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,19:20:00,20:40:00,VietJet Air,80,2024-06-26,1663400,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,20:40:00,22:05:00,VietJet Air,85,2024-06-26,1663400,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,21:00:00,22:15:00,VietJet Air,75,2024-06-26,1663400,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,06:05:00,07:40:00,Vietnam Airlines,95,2024-06-26,1670000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,07:40:00,09:10:00,Vietnam Airlines,90,2024-06-26,1670000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,08:10:00,09:40:00,Vietnam Airlines,90,2024-06-26,1670000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,20:05:00,21:25:00,Bamboo Airways,80,2024-06-26,1739000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,08:15:00,09:30:00,VietJet Air,75,2024-06-26,1793000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,19:10:00,20:30:00,Vietravel Airlines,80,2024-06-26,1823240,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,21:15:00,22:40:00,Vietnam Airlines,85,2024-06-26,1832000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,21:40:00,23:10:00,Vietnam Airlines,90,2024-06-26,1832000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,18:25:00,19:45:00,Bamboo Airways,80,2024-06-26,1901000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,19:50:00,21:20:00,Vietnam Airlines,90,2024-06-26,1994000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,20:30:00,21:55:00,Vietnam Airlines,85,2024-06-26,1994000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,13:10:00,14:25:00,VietJet Air,75,2024-06-26,2138600,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,16:30:00,17:50:00,VietJet Air,80,2024-06-26,2214200,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,11:30:00,13:10:00,Vietnam Airlines,100,2024-06-26,2221000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,13:45:00,15:15:00,Vietnam Airlines,90,2024-06-26,2340000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,18:25:00,19:55:00,Vietnam Airlines,90,2024-06-26,2340000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,19:45:00,21:15:00,Vietnam Airlines,90,2024-06-26,2340000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,10:30:00,12:00:00,Vietnam Airlines,90,2024-06-26,2448000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,13:40:00,15:10:00,Vietnam Airlines,90,2024-06-26,2448000,Da Nang Intl Airport,Noi Bai Intl Airport
DAD,HAN,19:05:00,20:35:00,Vietnam Airlines,90,2024-06-26,2448000,Da Nang Intl Airport,Noi Bai Intl Airport
